"Gene","Database","Category","CellType","Concentration","Dataset"
"RPL30","ProteomeXchange","CellType","CD8",11916565625,"PXD004352,PXD025174,PXD040957"
"RPL31","ProteomeXchange","CellType","CD8",6479150937.5,"PXD004352,PXD025174,PXD040957"
"RPL32","ProteomeXchange","CellType","CD8",8600703125,"PXD004352,PXD025174,PXD040957"
"RPL34","ProteomeXchange","CellType","CD8",4555580312.5,"PXD004352,PXD025174,PXD040957"
"RPL35","ProteomeXchange","CellType","CD8",6418929375,"PXD004352,PXD040957"
"RPL35A","ProteomeXchange","CellType","CD8",4067699375,"PXD004352,PXD025174,PXD040957"
"RPL36","ProteomeXchange","CellType","CD8",7654010312.5,"PXD004352,PXD025174,PXD040957"
"RPL36AL","ProteomeXchange","CellType","CD8",2192250625,"PXD004352,PXD040957"
"RPL37","ProteomeXchange","CellType","CD8",12766134.375,"PXD004352"
"RPL37A","ProteomeXchange","CellType","CD8",3073449375,"PXD004352,PXD025174,PXD040957"
"RPL38","ProteomeXchange","CellType","CD8",3328119375,"PXD004352,PXD025174,PXD040957"
"RPL4","ProteomeXchange","CellType","CD8",34317453125,"PXD004352,PXD025174,PXD040957"
"RPL5","ProteomeXchange","CellType","CD8",17859546875,"PXD004352,PXD025174,PXD040957"
"RPL6","ProteomeXchange","CellType","CD8",30340915625,"PXD004352,PXD025174,PXD040957"
"RPL7","ProteomeXchange","CellType","CD8",28152293750,"PXD004352,PXD040957"
"RPL7A","ProteomeXchange","CellType","CD8",25970725000,"PXD004352,PXD040957"
"RPL7L1","ProteomeXchange","CellType","CD8",1221479468.75,"PXD004352,PXD025174,PXD040957"
"RPL8","ProteomeXchange","CellType","CD8",13517878125,"PXD004352,PXD025174,PXD040957"
"RPL9","ProteomeXchange","CellType","CD8",13412456250,"PXD004352,PXD025174,PXD040957"
"RPLP1","ProteomeXchange","CellType","CD8",9733681250,"PXD004352,PXD025174,PXD040957"
"RPLP2","ProteomeXchange","CellType","CD8",15221218750,"PXD004352,PXD025174,PXD040957"
"RPN1","ProteomeXchange","CellType","CD8",10928853125,"PXD004352,PXD025174,PXD040957"
"RPN2","ProteomeXchange","CellType","CD8",8284197187.5,"PXD004352,PXD025174,PXD040957"
"RPP14","ProteomeXchange","CellType","CD8",79884406.25,"PXD004352,PXD025174"
"RPP21","ProteomeXchange","CellType","CD8",5892050,"PXD004352"
"RPP25","ProteomeXchange","CellType","CD8",186716790.625,"PXD004352,PXD040957"
"RPP25L","ProteomeXchange","CellType","CD8",43739512.5,"PXD004352"
"RPP30","ProteomeXchange","CellType","CD8",569307968.75,"PXD004352,PXD025174,PXD040957"
"RPP38","ProteomeXchange","CellType","CD8",138840500,"PXD004352,PXD025174,PXD040957"
"RPP40","ProteomeXchange","CellType","CD8",184147931.25,"PXD004352,PXD025174,PXD040957"
"RPRD1A","ProteomeXchange","CellType","CD8",164553015.625,"PXD004352,PXD040957"
"RPRD1B","ProteomeXchange","CellType","CD8",2734372187.5,"PXD004352,PXD025174,PXD040957"
"RPRD2","ProteomeXchange","CellType","CD8",922116093.75,"PXD004352,PXD025174,PXD040957"
"RPS10","ProteomeXchange","CellType","CD8",1514353125,"PXD004352"
"RPS10-NUDT3","ProteomeXchange","CellType","CD8",5604051562.5,"PXD004352"
"RPS11","ProteomeXchange","CellType","CD8",17294425000,"PXD004352,PXD025174,PXD040957"
"RPS12","ProteomeXchange","CellType","CD8",17259581250,"PXD004352,PXD025174,PXD040957"
"RPS13","ProteomeXchange","CellType","CD8",13658378125,"PXD004352,PXD025174,PXD040957"
"RPS14","ProteomeXchange","CellType","CD8",11573078125,"PXD004352,PXD025174,PXD040957"
"RPS15","ProteomeXchange","CellType","CD8",7065902812.5,"PXD004352,PXD025174,PXD040957"
"RPS15A","ProteomeXchange","CellType","CD8",9985902187.5,"PXD004352,PXD040957"
"RPS16","ProteomeXchange","CellType","CD8",20948331250,"PXD004352,PXD025174,PXD040957"
"RPS17","ProteomeXchange","CellType","CD8",857859,"PXD025174"
"RPS18","ProteomeXchange","CellType","CD8",22533315625,"PXD004352,PXD025174,PXD040957"
"RPS19","ProteomeXchange","CellType","CD8",15160254687.5,"PXD004352,PXD025174,PXD040957"
"RPS19BP1","ProteomeXchange","CellType","CD8",265087156.25,"PXD004352,PXD025174,PXD040957"
"RPS2","ProteomeXchange","CellType","CD8",21400146875,"PXD004352,PXD040957"
"RPS20","ProteomeXchange","CellType","CD8",10747356250,"PXD004352,PXD025174,PXD040957"
"RPS21","ProteomeXchange","CellType","CD8",6788846250,"PXD004352,PXD025174,PXD040957"
"RPS23","ProteomeXchange","CellType","CD8",6925312500,"PXD004352,PXD025174,PXD040957"
"RPS24","ProteomeXchange","CellType","CD8",7898119687.5,"PXD004352,PXD025174,PXD040957"
"RPS25","ProteomeXchange","CellType","CD8",12379271875,"PXD004352,PXD025174,PXD040957"
"RPS27","ProteomeXchange","CellType","CD8",1939197500,"PXD004352"
"RPS27A","ProteomeXchange","CellType","CD8",41590625000,"PXD004352,PXD040957"
"RPS27L","ProteomeXchange","CellType","CD8",3853423125,"PXD004352,PXD025174,PXD040957"
"RPS28","ProteomeXchange","CellType","CD8",5834500000,"PXD004352,PXD025174,PXD040957"
"RPS29","ProteomeXchange","CellType","CD8",2768187187.5,"PXD004352,PXD025174,PXD040957"
"RPS3","ProteomeXchange","CellType","CD8",29971650000,"PXD004352,PXD025174,PXD040957"
"RPS3A","ProteomeXchange","CellType","CD8",26795609375,"PXD004352,PXD025174,PXD040957"
"RPS4X","ProteomeXchange","CellType","CD8",29574403125,"PXD004352,PXD025174,PXD040957"
"RPS4Y1","ProteomeXchange","CellType","CD8",1450019968.75,"PXD004352,PXD025174,PXD040957"
"RPS5","ProteomeXchange","CellType","CD8",10185406250,"PXD004352,PXD025174,PXD040957"
"RPS6","ProteomeXchange","CellType","CD8",8244415625,"PXD004352,PXD025174,PXD040957"
"RPS6KA1","ProteomeXchange","CellType","CD8",3338989687.5,"PXD004352,PXD025174,PXD040957"
"RPS6KA2","ProteomeXchange","CellType","CD8",44423718.75,"PXD004352"
"RPS6KA3","ProteomeXchange","CellType","CD8",3850064375,"PXD004352,PXD025174,PXD040957"
"RPS6KA4","ProteomeXchange","CellType","CD8",241929187.5,"PXD004352,PXD040957"
"RPS6KA5","ProteomeXchange","CellType","CD8",655933156.25,"PXD004352,PXD025174,PXD040957"
"RPS6KB1","ProteomeXchange","CellType","CD8",332601968.75,"PXD004352,PXD040957"
"RPS6KB2","ProteomeXchange","CellType","CD8",93483390.625,"PXD004352,PXD040957"
"RPS6KC1","ProteomeXchange","CellType","CD8",51256006.25,"PXD004352"
"RPS7","ProteomeXchange","CellType","CD8",16252275000,"PXD004352,PXD025174,PXD040957"
"RPS8","ProteomeXchange","CellType","CD8",22845325000,"PXD004352,PXD025174,PXD040957"
"RPS9","ProteomeXchange","CellType","CD8",21908871875,"PXD004352,PXD025174,PXD040957"
"RPTOR","ProteomeXchange","CellType","CD8",232627650,"PXD004352,PXD025174,PXD040957"
"RPUSD2","ProteomeXchange","CellType","CD8",316844759.375,"PXD004352,PXD040957"
"RPUSD3","ProteomeXchange","CellType","CD8",67237459.375,"PXD004352,PXD040957"
"RPUSD4","ProteomeXchange","CellType","CD8",20747484.375,"PXD004352"
"RQCD1","ProteomeXchange","CellType","CD8",833628187.5,"PXD004352,PXD025174,PXD040957"
"RRAGA","ProteomeXchange","CellType","CD8",487902281.25,"PXD004352,PXD025174"
"RRAGB","ProteomeXchange","CellType","CD8",3538625,"PXD004352"
"RRAGC","ProteomeXchange","CellType","CD8",595641000,"PXD004352"
"RRAGD","ProteomeXchange","CellType","CD8",7829062.5,"PXD004352"
"RRAS","ProteomeXchange","CellType","CD8",412736281.25,"PXD004352,PXD025174,PXD040957"
"RRAS2","ProteomeXchange","CellType","CD8",416436746.875,"PXD004352,PXD025174,PXD040957"
"RRBP1","ProteomeXchange","CellType","CD8",2072962812.5,"PXD004352,PXD025174,PXD040957"
"RREB1","ProteomeXchange","CellType","CD8",35876275.9375,"PXD004352,PXD040957"
"RRM1","ProteomeXchange","CellType","CD8",3153071125,"PXD004352,PXD025174,PXD040957"
"RRM2","ProteomeXchange","CellType","CD8",1606027378.125,"PXD004352,PXD040957"
"RRM2B","ProteomeXchange","CellType","CD8",81608250,"PXD004352,PXD040957"
"RRN3","ProteomeXchange","CellType","CD8",75745881.25,"PXD004352"
"RRP1","ProteomeXchange","CellType","CD8",539476156.25,"PXD004352,PXD025174,PXD040957"
"RRP12","ProteomeXchange","CellType","CD8",3005345937.5,"PXD004352,PXD025174,PXD040957"
"RRP15","ProteomeXchange","CellType","CD8",315401875,"PXD004352,PXD040957"
"RRP1B","ProteomeXchange","CellType","CD8",2115686250,"PXD004352,PXD025174,PXD040957"
"RRP36","ProteomeXchange","CellType","CD8",153037928.125,"PXD004352,PXD025174,PXD040957"
"RRP7A","ProteomeXchange","CellType","CD8",446182656.25,"PXD004352,PXD025174,PXD040957"
"RRP8","ProteomeXchange","CellType","CD8",767026656.25,"PXD004352,PXD040957"
"RRP9","ProteomeXchange","CellType","CD8",1089780937.5,"PXD004352,PXD025174,PXD040957"
"RRS1","ProteomeXchange","CellType","CD8",1171938687.5,"PXD004352,PXD025174,PXD040957"
"RSAD1","ProteomeXchange","CellType","CD8",17033990.625,"PXD004352,PXD040957"
"RSAD2","ProteomeXchange","CellType","CD8",194841784.375,"PXD004352"
"RSBN1","ProteomeXchange","CellType","CD8",575901843.75,"PXD004352,PXD040957"
"RSBN1L","ProteomeXchange","CellType","CD8",255358437.5,"PXD004352,PXD025174,PXD040957"
"RSF1","ProteomeXchange","CellType","CD8",720096343.75,"PXD004352,PXD025174,PXD040957"
"RSL1D1","ProteomeXchange","CellType","CD8",7789408750,"PXD004352,PXD025174,PXD040957"
"RSL24D1","ProteomeXchange","CellType","CD8",124771718.75,"PXD004352,PXD040957"
"RSPRY1","ProteomeXchange","CellType","CD8",6456446.875,"PXD004352"
"RSRC1","ProteomeXchange","CellType","CD8",281421906.25,"PXD004352,PXD025174,PXD040957"
"RSRC2","ProteomeXchange","CellType","CD8",522906406.25,"PXD004352,PXD040957"
"RSU1","ProteomeXchange","CellType","CD8",933788700,"PXD004352,PXD025174,PXD040957"
"RTCA","ProteomeXchange","CellType","CD8",1822311718.75,"PXD004352,PXD025174,PXD040957"
"RTCB","ProteomeXchange","CellType","CD8",9923909375,"PXD004352,PXD025174"
"RTEL1","ProteomeXchange","CellType","CD8",1987178.125,"PXD004352"
"RTF1","ProteomeXchange","CellType","CD8",1134930312.5,"PXD004352,PXD025174,PXD040957"
"RTFDC1","ProteomeXchange","CellType","CD8",399313093.75,"PXD004352,PXD025174,PXD040957"
"RTKN","ProteomeXchange","CellType","CD8",405512.5,"PXD004352"
"RTN1","ProteomeXchange","CellType","CD8",501277540.625,"PXD004352"
"RTN2","ProteomeXchange","CellType","CD8",10519987.5,"PXD004352"
"RTN3","ProteomeXchange","CellType","CD8",304887090.625,"PXD004352,PXD025174,PXD040957"
"RTN4","ProteomeXchange","CellType","CD8",2282400312.5,"PXD004352,PXD025174,PXD040957"
"RTN4IP1","ProteomeXchange","CellType","CD8",200181015.625,"PXD004352,PXD040957"
"RTP4","ProteomeXchange","CellType","CD8",13531340.625,"PXD004352"
"RTTN","ProteomeXchange","CellType","CD8",1987423140.625,"PXD004352,PXD040957"
"RUFY1","ProteomeXchange","CellType","CD8",1238786250,"PXD004352,PXD025174,PXD040957"
"RUFY3","ProteomeXchange","CellType","CD8",28615578.125,"PXD004352"
"RUNDC1","ProteomeXchange","CellType","CD8",27935837.5,"PXD004352"
"RUNX1","ProteomeXchange","CellType","CD8",525348937.5,"PXD004352,PXD025174,PXD040957"
"RUNX2","ProteomeXchange","CellType","CD8",122314687.5,"PXD004352,PXD040957"
"RUNX3","ProteomeXchange","CellType","CD8",1547827500,"PXD004352,PXD025174,PXD040957"
"RUVBL1","ProteomeXchange","CellType","CD8",6768086875,"PXD004352,PXD025174,PXD040957"
"RUVBL2","ProteomeXchange","CellType","CD8",7582868437.5,"PXD004352,PXD025174,PXD040957"
"RWDD1","ProteomeXchange","CellType","CD8",280917421.875,"PXD004352,PXD025174,PXD040957"
"RWDD2B","ProteomeXchange","CellType","CD8",5044893.75,"PXD004352"
"RWDD4","ProteomeXchange","CellType","CD8",72448281.25,"PXD004352,PXD025174"
"RXRA","ProteomeXchange","CellType","CD8",345466137.5,"PXD004352"
"RXRB","ProteomeXchange","CellType","CD8",112914521.875,"PXD004352,PXD040957"
"RYBP","ProteomeXchange","CellType","CD8",93843031.25,"PXD004352,PXD040957"
"RYR1","ProteomeXchange","CellType","CD8",779656.25,"PXD004352"
"S100A10","ProteomeXchange","CellType","CD8",2456513843.75,"PXD004352,PXD025174,PXD040957"
"S100A11","ProteomeXchange","CellType","CD8",5164630312.5,"PXD004352,PXD040957"
"S100A12","ProteomeXchange","CellType","CD8",7924988.4375,"PXD004352"
"S100A13","ProteomeXchange","CellType","CD8",2880034.375,"PXD004352,PXD040957"
"S100A14","ProteomeXchange","CellType","CD8",342653.125,"PXD004352"
"S100A16","ProteomeXchange","CellType","CD8",611656.25,"PXD004352"
"S100A2","ProteomeXchange","CellType","CD8",3104,"PXD025174"
"S100A4","ProteomeXchange","CellType","CD8",13484750000,"PXD004352,PXD025174,PXD040957"
"S100A6","ProteomeXchange","CellType","CD8",21285078125,"PXD004352,PXD025174,PXD040957"
"S100A7","ProteomeXchange","CellType","CD8",46671715.625,"PXD004352"
"S100A8","ProteomeXchange","CellType","CD8",170370518.75,"PXD004352,PXD025174,PXD040957"
"S100A9","ProteomeXchange","CellType","CD8",303889062.5,"PXD004352,PXD040957"
"S100B","ProteomeXchange","CellType","CD8",486830433.4375,"PXD004352,PXD025174,PXD040957"
"S100P","ProteomeXchange","CellType","CD8",14024684.375,"PXD004352,PXD040957"
"S100PBP","ProteomeXchange","CellType","CD8",37370306.25,"PXD004352"
"S1PR4","ProteomeXchange","CellType","CD8",47248365.625,"PXD004352,PXD025174,PXD040957"
"S1PR5","ProteomeXchange","CellType","CD8",12141337.5,"PXD004352"
"SAA1","ProteomeXchange","CellType","CD8",88634159.375,"PXD004352"
"SAA2","ProteomeXchange","CellType","CD8",6048428.125,"PXD004352"
"SAA4","ProteomeXchange","CellType","CD8",303299828.125,"PXD004352,PXD040957"
"SAAL1","ProteomeXchange","CellType","CD8",221277603.125,"PXD004352,PXD040957"
"SAC3D1","ProteomeXchange","CellType","CD8",32072062.5,"PXD004352"
"SACM1L","ProteomeXchange","CellType","CD8",5200483750,"PXD004352,PXD025174,PXD040957"
"SACS","ProteomeXchange","CellType","CD8",81613850,"PXD004352,PXD040957"
"SAE1","ProteomeXchange","CellType","CD8",3611865312.5,"PXD004352,PXD025174,PXD040957"
"SAFB","ProteomeXchange","CellType","CD8",1742159375,"PXD004352,PXD025174,PXD040957"
"SAFB2","ProteomeXchange","CellType","CD8",2970644375,"PXD004352,PXD025174,PXD040957"
"SAMD1","ProteomeXchange","CellType","CD8",200226281.25,"PXD004352,PXD025174,PXD040957"
"SAMD3","ProteomeXchange","CellType","CD8",2345302.5,"PXD004352"
"SAMD4B","ProteomeXchange","CellType","CD8",7569228.125,"PXD004352"
"SAMD9","ProteomeXchange","CellType","CD8",1550640625,"PXD004352,PXD025174,PXD040957"
"SAMD9L","ProteomeXchange","CellType","CD8",385517031.25,"PXD004352,PXD025174,PXD040957"
"SAMHD1","ProteomeXchange","CellType","CD8",34929840625,"PXD004352,PXD025174,PXD040957"
"SAMM50","ProteomeXchange","CellType","CD8",1583130312.5,"PXD004352,PXD025174,PXD040957"
"SAMSN1","ProteomeXchange","CellType","CD8",471724375,"PXD004352,PXD025174,PXD040957"
"SAP130","ProteomeXchange","CellType","CD8",726737500,"PXD004352,PXD025174,PXD040957"
"SAP18","ProteomeXchange","CellType","CD8",850412187.5,"PXD004352,PXD025174,PXD040957"
"SAP30","ProteomeXchange","CellType","CD8",119287037.5,"PXD004352,PXD040957"
"SAP30BP","ProteomeXchange","CellType","CD8",395244156.25,"PXD004352,PXD025174,PXD040957"
"SAP30L","ProteomeXchange","CellType","CD8",79964184.375,"PXD004352,PXD040957"
"SAR1A","ProteomeXchange","CellType","CD8",3382164687.5,"PXD004352,PXD040957"
"SARAF","ProteomeXchange","CellType","CD8",33503757.5,"PXD004352"
"SARDH","ProteomeXchange","CellType","CD8",69261715.625,"PXD004352"
"SARG","ProteomeXchange","CellType","CD8",2709500,"PXD004352"
"SARM1","ProteomeXchange","CellType","CD8",194468790.625,"PXD004352,PXD040957"
"SARNP","ProteomeXchange","CellType","CD8",1338678125,"PXD004352"
"SARS","ProteomeXchange","CellType","CD8",6074859375,"PXD004352,PXD025174,PXD040957"
"SARS2","ProteomeXchange","CellType","CD8",1138490937.5,"PXD004352,PXD025174,PXD040957"
"SART1","ProteomeXchange","CellType","CD8",2954636562.5,"PXD004352,PXD025174,PXD040957"
"SART3","ProteomeXchange","CellType","CD8",3977185312.5,"PXD004352,PXD025174,PXD040957"
"SASH3","ProteomeXchange","CellType","CD8",2460939468.75,"PXD004352,PXD025174,PXD040957"
"SASS6","ProteomeXchange","CellType","CD8",4474053.125,"PXD004352"
"SAT2","ProteomeXchange","CellType","CD8",5965515.625,"PXD004352"
"SATB1","ProteomeXchange","CellType","CD8",1577452906.25,"PXD004352,PXD025174,PXD040957"
"SBDS","ProteomeXchange","CellType","CD8",1400011875,"PXD004352,PXD025174,PXD040957"
"SBF1","ProteomeXchange","CellType","CD8",1840677187.5,"PXD004352,PXD025174,PXD040957"
"SBF2","ProteomeXchange","CellType","CD8",26765865.625,"PXD004352"
"SBNO1","ProteomeXchange","CellType","CD8",440088400,"PXD004352,PXD025174,PXD040957"
"SBNO2","ProteomeXchange","CellType","CD8",94005468.75,"PXD004352"
"SBSN","ProteomeXchange","CellType","CD8",86829505,"PXD004352"
"SCAF1","ProteomeXchange","CellType","CD8",509248187.5,"PXD004352,PXD040957"
"SCAF11","ProteomeXchange","CellType","CD8",500554781.25,"PXD004352,PXD040957"
"SCAF4","ProteomeXchange","CellType","CD8",514789437.5,"PXD004352,PXD040957"
"SCAF8","ProteomeXchange","CellType","CD8",781583750,"PXD004352,PXD025174,PXD040957"
"SCAMP1","ProteomeXchange","CellType","CD8",172335340.625,"PXD004352,PXD025174,PXD040957"
"SCAMP2","ProteomeXchange","CellType","CD8",551243906.25,"PXD004352,PXD025174,PXD040957"
"SCAMP3","ProteomeXchange","CellType","CD8",1007930625,"PXD004352,PXD025174,PXD040957"
"SCAMP4","ProteomeXchange","CellType","CD8",31735337.5,"PXD004352,PXD025174,PXD040957"
"SCAMP5","ProteomeXchange","CellType","CD8",5528484.375,"PXD004352"
"SCAP","ProteomeXchange","CellType","CD8",18060781.25,"PXD004352"
"SCAPER","ProteomeXchange","CellType","CD8",62028409.375,"PXD004352"
"SCARB1","ProteomeXchange","CellType","CD8",4052253.125,"PXD004352"
"SCARB2","ProteomeXchange","CellType","CD8",255015284.375,"PXD004352,PXD040957"
"SCARF1","ProteomeXchange","CellType","CD8",2573575,"PXD004352"
"SCCPDH","ProteomeXchange","CellType","CD8",928332312.5,"PXD004352,PXD040957"
"SCD","ProteomeXchange","CellType","CD8",84372287.5,"PXD004352"
"SCD5","ProteomeXchange","CellType","CD8",23970067.8125,"PXD004352"
"SCFD1","ProteomeXchange","CellType","CD8",1911264375,"PXD004352,PXD025174,PXD040957"
"SCFD2","ProteomeXchange","CellType","CD8",349508890.625,"PXD004352,PXD025174,PXD040957"
"SCG5","ProteomeXchange","CellType","CD8",28279231.25,"PXD004352"
"SCIMP","ProteomeXchange","CellType","CD8",15660881.25,"PXD004352"
"SCIN","ProteomeXchange","CellType","CD8",13143681.25,"PXD004352"
"SCLT1","ProteomeXchange","CellType","CD8",16265503.125,"PXD004352"
"SCLY","ProteomeXchange","CellType","CD8",1155667031.25,"PXD004352,PXD025174,PXD040957"
"SCML2","ProteomeXchange","CellType","CD8",29982150,"PXD004352,PXD040957"
"SCML4","ProteomeXchange","CellType","CD8",75796746.875,"PXD004352,PXD040957"
"SCO1","ProteomeXchange","CellType","CD8",823670406.25,"PXD004352,PXD025174,PXD040957"
"SCO2","ProteomeXchange","CellType","CD8",137723062.5,"PXD004352,PXD040957"
"SCOC","ProteomeXchange","CellType","CD8",110456062.5,"PXD004352,PXD040957"
"SCP2","ProteomeXchange","CellType","CD8",3170923437.5,"PXD004352,PXD025174,PXD040957"
"SCPEP1","ProteomeXchange","CellType","CD8",340656246.875,"PXD004352,PXD025174,PXD040957"
"SCRIB","ProteomeXchange","CellType","CD8",1077910312.5,"PXD004352,PXD025174,PXD040957"
"SCRN1","ProteomeXchange","CellType","CD8",219040618.75,"PXD004352,PXD040957"
"SCRN2","ProteomeXchange","CellType","CD8",227597375,"PXD004352,PXD025174,PXD040957"
"SCRN3","ProteomeXchange","CellType","CD8",3502,"PXD025174"
"SCYL1","ProteomeXchange","CellType","CD8",968899343.75,"PXD004352,PXD025174,PXD040957"
"SCYL2","ProteomeXchange","CellType","CD8",426555562.5,"PXD004352,PXD025174,PXD040957"
"SCYL3","ProteomeXchange","CellType","CD8",25771075,"PXD004352,PXD025174"
"SDAD1","ProteomeXchange","CellType","CD8",616510468.75,"PXD004352,PXD025174,PXD040957"
"SDC4","ProteomeXchange","CellType","CD8",17286187.5,"PXD004352"
"SDCBP","ProteomeXchange","CellType","CD8",463665746.875,"PXD004352,PXD025174,PXD040957"
"SDCCAG3","ProteomeXchange","CellType","CD8",5070010.3125,"PXD004352"
"SDCCAG8","ProteomeXchange","CellType","CD8",14971562.5,"PXD004352"
"SDE2","ProteomeXchange","CellType","CD8",194031418.75,"PXD004352,PXD025174,PXD040957"
"SDF2","ProteomeXchange","CellType","CD8",53631653.125,"PXD004352,PXD025174"
"SDF2L1","ProteomeXchange","CellType","CD8",542750312.5,"PXD004352,PXD040957"
"SDF4","ProteomeXchange","CellType","CD8",149473073.75,"PXD004352,PXD025174"
"SDHA","ProteomeXchange","CellType","CD8",14876656250,"PXD004352,PXD025174,PXD040957"
"SDHAF2","ProteomeXchange","CellType","CD8",43657028.125,"PXD004352,PXD025174,PXD040957"
"SDHB","ProteomeXchange","CellType","CD8",5090776250,"PXD004352,PXD025174,PXD040957"
"SDHC","ProteomeXchange","CellType","CD8",672305843.75,"PXD004352,PXD025174,PXD040957"
"SDHD","ProteomeXchange","CellType","CD8",267977093.75,"PXD004352,PXD040957"
